extension_id,loan_number,extension_sequence,extension_request_date,extension_days,extension_fee_percent,extension_fee_amount,requested_by_role,approved_by_employee_id,reason_code,lock_expiration_date_before,lock_expiration_date_after
91160,70002852,1,2023-03-02,5,0.00125,509.31,Processor,130,Borrower Delay,2023-03-05,2023-03-10
91161,70002853,1,2023-02-10,5,0.00125,565.12,Broker,130,Borrower Delay,2023-02-14,2023-02-19
91162,70002853,2,2023-02-15,15,0.0025,1130.24,Loan Officer,135,Underwriting Conditions,2023-02-19,2023-03-06
91163,70002857,1,2023-03-04,5,0.00125,252.81,Loan Officer,126,Title Issues,2023-03-07,2023-03-12
91164,70002859,1,2023-04-19,5,0.00125,819.2,Broker,139,Title Issues,2023-04-21,2023-04-26
91165,70002859,2,2023-04-25,15,0.0025,1638.4,Loan Officer,139,Borrower Delay,2023-04-26,2023-05-11
91166,70002865,1,2023-04-08,5,0.00125,661.49,Loan Officer,130,Underwriting Conditions,2023-04-13,2023-04-18
91167,70002874,1,2023-02-25,15,0.0025,1144.96,Broker,127,Borrower Delay,2023-02-26,2023-03-13
91168,70002874,2,2023-03-12,5,0.00125,572.48,Broker,137,Appraisal Delay,2023-03-13,2023-03-18
91169,70002874,3,2023-03-14,15,0.0025,1144.96,Broker,127,Borrower Delay,2023-03-18,2023-04-02
91170,70002876,1,2023-02-07,15,0.0025,624.98,Loan Officer,135,Title Issues,2023-02-08,2023-02-23
91171,70002876,2,2023-02-18,15,0.0025,624.98,Broker,139,Underwriting Conditions,2023-02-23,2023-03-10
91172,70002877,1,2023-02-18,15,0.0025,811.83,Broker,132,Borrower Delay,2023-02-19,2023-03-06
91173,70002878,1,2023-04-22,15,0.0025,1847.94,Broker,134,Appraisal Delay,2023-04-27,2023-05-12
91174,70002879,1,2023-02-25,5,0.00125,433.03,Processor,131,Rate Shopping,2023-02-27,2023-03-04
91175,70002880,1,2023-04-04,15,0.0025,1007.86,Loan Officer,129,Title Issues,2023-04-05,2023-04-20
91176,70002886,1,2023-02-23,15,0.0025,907.45,Loan Officer,135,Appraisal Delay,2023-02-25,2023-03-12
91177,70002888,1,2023-02-19,15,0.0025,864.02,Broker,137,Title Issues,2023-02-23,2023-03-10
91178,70002888,2,2023-03-08,5,0.00125,432.01,Processor,126,Borrower Delay,2023-03-10,2023-03-15
91179,70002895,1,2023-02-10,15,0.0025,1767.97,Broker,138,Underwriting Conditions,2023-02-14,2023-03-01
91180,70002895,2,2023-02-24,5,0.00125,883.99,Processor,138,Underwriting Conditions,2023-03-01,2023-03-06
91181,70002901,1,2023-02-28,5,0.00125,511.31,Processor,127,Rate Shopping,2023-03-04,2023-03-09
91182,70002908,1,2023-03-15,5,0.00125,590.81,Broker,133,Title Issues,2023-03-19,2023-03-24
91183,70002910,1,2023-03-22,5,0.00125,394.94,Processor,135,Underwriting Conditions,2023-03-23,2023-03-28
91184,70002910,2,2023-03-25,5,0.00125,394.94,Processor,131,Rate Shopping,2023-03-28,2023-04-02
91185,70002913,1,2023-03-23,15,0.0025,1001.89,Processor,126,Underwriting Conditions,2023-03-27,2023-04-11
91186,70002921,1,2023-03-16,5,0.00125,566.82,Loan Officer,131,Borrower Delay,2023-03-19,2023-03-24
91187,70002931,1,2023-03-11,5,0.00125,781.52,Broker,137,Appraisal Delay,2023-03-15,2023-03-20
91188,70002931,2,2023-03-15,5,0.00125,781.52,Broker,133,Borrower Delay,2023-03-20,2023-03-25
91189,70002931,3,2023-03-21,15,0.0025,1563.04,Processor,131,Rate Shopping,2023-03-25,2023-04-09
91190,70002932,1,2023-05-03,15,0.0025,1220.9,Broker,138,Underwriting Conditions,2023-05-07,2023-05-22
91191,70002936,1,2023-01-31,5,0.00125,351.09,Broker,139,Borrower Delay,2023-02-03,2023-02-08
91192,70002936,2,2023-02-05,15,0.0025,702.17,Loan Officer,130,Title Issues,2023-02-08,2023-02-23
91193,70002938,1,2023-03-31,15,0.0025,1113.08,Processor,136,Underwriting Conditions,2023-04-03,2023-04-18
91194,70002938,2,2023-04-17,15,0.0025,1113.08,Broker,127,Rate Shopping,2023-04-18,2023-05-03
91195,70002940,1,2023-02-28,15,0.0025,818.52,Processor,132,Appraisal Delay,2023-03-03,2023-03-18
91196,70002941,1,2023-03-11,15,0.0025,903.64,Broker,135,Underwriting Conditions,2023-03-14,2023-03-29
91197,70002948,1,2023-03-10,5,0.00125,318.09,Loan Officer,136,Title Issues,2023-03-14,2023-03-19
91198,70002948,2,2023-03-14,15,0.0025,636.17,Broker,128,Appraisal Delay,2023-03-19,2023-04-03
91199,70002951,1,2023-04-04,5,0.00125,983.39,Loan Officer,126,Title Issues,2023-04-08,2023-04-13
91200,70002956,1,2023-05-31,15,0.0025,986.18,Processor,131,Title Issues,2023-06-05,2023-06-20
91201,70002957,1,2023-02-14,5,0.00125,995.39,Broker,129,Underwriting Conditions,2023-02-18,2023-02-23
91202,70002957,2,2023-02-20,15,0.0025,1990.78,Broker,129,Borrower Delay,2023-02-23,2023-03-10
91203,70002957,3,2023-03-05,15,0.0025,1990.78,Processor,136,Borrower Delay,2023-03-10,2023-03-25
91204,70002957,4,2023-03-20,15,0.0025,1990.78,Broker,125,Rate Shopping,2023-03-25,2023-04-09
91205,70002966,1,2023-03-02,5,0.00125,639.03,Loan Officer,136,Title Issues,2023-03-04,2023-03-09
91206,70002966,2,2023-03-05,15,0.0025,1278.07,Loan Officer,125,Borrower Delay,2023-03-09,2023-03-24
91207,70002966,3,2023-03-21,15,0.0025,1278.07,Processor,127,Borrower Delay,2023-03-24,2023-04-08
91208,70002967,1,2023-02-23,5,0.00125,267.34,Broker,133,Rate Shopping,2023-02-27,2023-03-04
91209,70002968,1,2023-03-21,5,0.00125,1058.11,Broker,138,Title Issues,2023-03-23,2023-03-28
91210,70002968,2,2023-03-23,15,0.0025,2116.22,Processor,132,Underwriting Conditions,2023-03-28,2023-04-12
91211,70002971,1,2023-04-29,5,0.00125,162.51,Processor,128,Underwriting Conditions,2023-04-30,2023-05-05
91212,70002974,1,2023-05-27,15,0.0025,956.22,Processor,130,Underwriting Conditions,2023-05-29,2023-06-13
91213,70002974,2,2023-06-09,5,0.00125,478.11,Broker,136,Rate Shopping,2023-06-13,2023-06-18
91214,70002974,3,2023-06-13,15,0.0025,956.22,Loan Officer,132,Appraisal Delay,2023-06-18,2023-07-03
91215,70002978,1,2023-03-05,15,0.0025,1074.68,Processor,131,Borrower Delay,2023-03-09,2023-03-24
91216,70002978,2,2023-03-19,15,0.0025,1074.68,Loan Officer,136,Title Issues,2023-03-24,2023-04-08
91217,70002979,1,2023-05-13,5,0.00125,1030.97,Loan Officer,125,Title Issues,2023-05-16,2023-05-21
91218,70002982,1,2023-03-17,15,0.0025,1233.36,Loan Officer,137,Underwriting Conditions,2023-03-20,2023-04-04
91219,70002982,2,2023-03-31,5,0.00125,616.68,Loan Officer,134,Title Issues,2023-04-04,2023-04-09
91220,70002983,1,2023-04-29,15,0.0025,990.33,Processor,125,Title Issues,2023-05-01,2023-05-16
91221,70002990,1,2023-04-14,15,0.0025,870.92,Broker,128,Borrower Delay,2023-04-19,2023-05-04
91222,70002994,1,2023-05-08,5,0.00125,384.42,Loan Officer,128,Title Issues,2023-05-10,2023-05-15
91223,70002995,1,2023-05-19,5,0.00125,507.98,Broker,134,Rate Shopping,2023-05-20,2023-05-25
91224,70002995,2,2023-05-22,5,0.00125,507.98,Loan Officer,134,Rate Shopping,2023-05-25,2023-05-30
91225,70002996,1,2023-02-24,5,0.00125,589.35,Processor,126,Borrower Delay,2023-02-27,2023-03-04
91226,70002996,2,2023-03-01,15,0.0025,1178.71,Broker,130,Rate Shopping,2023-03-04,2023-03-19
91227,70003011,1,2023-03-24,5,0.00125,565.6,Processor,125,Appraisal Delay,2023-03-29,2023-04-03
91228,70003013,1,2023-02-28,15,0.0025,1315.37,Processor,134,Rate Shopping,2023-03-02,2023-03-17
91229,70003014,1,2023-03-27,5,0.00125,545.76,Broker,137,Rate Shopping,2023-03-29,2023-04-03
91230,70003015,1,2023-03-11,15,0.0025,1896.67,Processor,137,Rate Shopping,2023-03-12,2023-03-27
91231,70003015,2,2023-03-22,5,0.00125,948.34,Processor,130,Rate Shopping,2023-03-27,2023-04-01
91232,70003016,1,2023-02-05,5,0.00125,996.84,Broker,139,Borrower Delay,2023-02-09,2023-02-14
91233,70003017,1,2023-04-02,5,0.00125,382.62,Loan Officer,127,Underwriting Conditions,2023-04-07,2023-04-12
91234,70003017,2,2023-04-09,15,0.0025,765.24,Processor,134,Title Issues,2023-04-12,2023-04-27
91235,70003020,1,2023-04-18,15,0.0025,1130.93,Processor,130,Underwriting Conditions,2023-04-23,2023-05-08
91236,70003020,2,2023-05-04,5,0.00125,565.47,Processor,136,Rate Shopping,2023-05-08,2023-05-13
91237,70003032,1,2023-04-07,5,0.00125,366.74,Processor,135,Underwriting Conditions,2023-04-11,2023-04-16
91238,70003033,1,2023-03-27,5,0.00125,949.39,Processor,127,Title Issues,2023-04-01,2023-04-06
91239,70003033,2,2023-04-03,15,0.0025,1898.78,Loan Officer,129,Underwriting Conditions,2023-04-06,2023-04-21
91240,70003039,1,2023-02-20,15,0.0025,784.11,Broker,125,Appraisal Delay,2023-02-23,2023-03-10
91241,70003040,1,2023-03-01,15,0.0025,891.59,Processor,139,Underwriting Conditions,2023-03-02,2023-03-17
91242,70003043,1,2023-03-10,5,0.00125,425.21,Loan Officer,133,Rate Shopping,2023-03-12,2023-03-17
91243,70003044,1,2023-03-07,5,0.00125,351.42,Loan Officer,138,Borrower Delay,2023-03-09,2023-03-14
91244,70003044,2,2023-03-10,15,0.0025,702.85,Loan Officer,125,Underwriting Conditions,2023-03-14,2023-03-29
91245,70003053,1,2023-04-17,15,0.0025,2058.36,Broker,131,Borrower Delay,2023-04-18,2023-05-03
91246,70003053,2,2023-05-02,5,0.00125,1029.18,Broker,130,Title Issues,2023-05-03,2023-05-08
91247,70003055,1,2023-05-22,5,0.00125,1086.3,Broker,139,Borrower Delay,2023-05-24,2023-05-29
91248,70003055,2,2023-05-28,15,0.0025,2172.6,Broker,130,Underwriting Conditions,2023-05-29,2023-06-13
91249,70003056,1,2023-04-06,5,0.00125,518.29,Broker,132,Borrower Delay,2023-04-09,2023-04-14
91250,70003056,2,2023-04-13,5,0.00125,518.29,Processor,132,Underwriting Conditions,2023-04-14,2023-04-19
91251,70003057,1,2023-02-20,5,0.00125,299.09,Broker,131,Borrower Delay,2023-02-23,2023-02-28
91252,70003057,2,2023-02-27,15,0.0025,598.19,Broker,126,Rate Shopping,2023-02-28,2023-03-15
91253,70003063,1,2023-04-02,5,0.00125,537.08,Loan Officer,130,Title Issues,2023-04-06,2023-04-11
91254,70003064,1,2023-03-12,15,0.0025,2014.57,Broker,126,Appraisal Delay,2023-03-17,2023-04-01
91255,70003064,2,2023-03-28,5,0.00125,1007.28,Processor,125,Appraisal Delay,2023-04-01,2023-04-06
91256,70003065,1,2023-03-02,15,0.0025,696.29,Broker,136,Title Issues,2023-03-05,2023-03-20
91257,70003069,1,2023-03-02,5,0.00125,477.86,Loan Officer,135,Borrower Delay,2023-03-03,2023-03-08
91258,70003070,1,2023-03-29,5,0.00125,555.51,Processor,135,Title Issues,2023-04-02,2023-04-07
91259,70003073,1,2023-03-08,15,0.0025,1520.33,Broker,138,Rate Shopping,2023-03-10,2023-03-25
91260,70003073,2,2023-03-23,5,0.00125,760.16,Processor,137,Borrower Delay,2023-03-25,2023-03-30
91261,70003082,1,2023-03-12,5,0.00125,381.34,Broker,135,Rate Shopping,2023-03-14,2023-03-19
91262,70003082,2,2023-03-15,5,0.00125,381.34,Loan Officer,129,Title Issues,2023-03-19,2023-03-24
91263,70003095,1,2023-04-24,5,0.00125,609.72,Broker,139,Borrower Delay,2023-04-27,2023-05-02
91264,70003095,2,2023-04-29,15,0.0025,1219.45,Loan Officer,136,Title Issues,2023-05-02,2023-05-17
91265,70003095,3,2023-05-13,15,0.0025,1219.45,Loan Officer,137,Title Issues,2023-05-17,2023-06-01
91266,70003095,4,2023-05-28,15,0.0025,1219.45,Loan Officer,126,Rate Shopping,2023-06-01,2023-06-16
91267,70003098,1,2023-04-06,5,0.00125,512.17,Loan Officer,130,Title Issues,2023-04-10,2023-04-15
91268,70003098,2,2023-04-13,5,0.00125,512.17,Processor,132,Underwriting Conditions,2023-04-15,2023-04-20
91269,70003101,1,2023-05-15,15,0.0025,842.15,Processor,127,Title Issues,2023-05-16,2023-05-31
91270,70003106,1,2023-04-17,15,0.0025,689.37,Broker,131,Underwriting Conditions,2023-04-22,2023-05-07
91271,70003107,1,2023-02-20,15,0.0025,1839.28,Broker,126,Appraisal Delay,2023-02-24,2023-03-11
91272,70003109,1,2023-03-15,5,0.00125,793.3,Loan Officer,125,Borrower Delay,2023-03-18,2023-03-23
91273,70003109,2,2023-03-22,5,0.00125,793.3,Processor,139,Underwriting Conditions,2023-03-23,2023-03-28
91274,70003113,1,2023-02-19,15,0.0025,847.36,Loan Officer,136,Rate Shopping,2023-02-23,2023-03-10
91275,70003121,1,2023-02-27,15,0.0025,1421.89,Loan Officer,129,Appraisal Delay,2023-03-03,2023-03-18
91276,70003127,1,2023-03-14,5,0.00125,565.39,Processor,139,Borrower Delay,2023-03-15,2023-03-20
91277,70003129,1,2023-02-01,5,0.00125,456.68,Loan Officer,138,Underwriting Conditions,2023-02-06,2023-02-11
91278,70003130,1,2023-02-26,15,0.0025,1044.26,Broker,133,Rate Shopping,2023-02-28,2023-03-15
91279,70003132,1,2023-03-25,15,0.0025,1078.86,Processor,135,Borrower Delay,2023-03-30,2023-04-14
91280,70003132,2,2023-04-13,15,0.0025,1078.86,Loan Officer,132,Title Issues,2023-04-14,2023-04-29
91281,70003136,1,2023-04-26,5,0.00125,876.83,Loan Officer,126,Title Issues,2023-04-28,2023-05-03
91282,70003136,2,2023-05-02,5,0.00125,876.83,Broker,134,Rate Shopping,2023-05-03,2023-05-08
91283,70003139,1,2023-04-15,15,0.0025,1810.29,Processor,131,Borrower Delay,2023-04-18,2023-05-03
91284,70003140,1,2023-03-13,5,0.00125,357.32,Loan Officer,132,Appraisal Delay,2023-03-17,2023-03-22
91285,70003142,1,2023-02-28,15,0.0025,600.7,Broker,131,Rate Shopping,2023-03-01,2023-03-16
91286,70003151,1,2023-03-07,15,0.0025,2086.65,Broker,125,Borrower Delay,2023-03-08,2023-03-23
91287,70003151,2,2023-03-18,15,0.0025,2086.65,Broker,134,Appraisal Delay,2023-03-23,2023-04-07
91288,70003152,1,2023-03-26,15,0.0025,628.3,Processor,133,Underwriting Conditions,2023-03-30,2023-04-14
91289,70003156,1,2023-03-13,15,0.0025,729.78,Loan Officer,139,Rate Shopping,2023-03-17,2023-04-01
91290,70003161,1,2023-04-12,15,0.0025,1305.28,Loan Officer,125,Borrower Delay,2023-04-16,2023-05-01
91291,70003161,2,2023-04-29,15,0.0025,1305.28,Loan Officer,127,Rate Shopping,2023-05-01,2023-05-16
91292,70003163,1,2023-02-03,15,0.0025,627.64,Broker,135,Rate Shopping,2023-02-05,2023-02-20
91293,70003164,1,2023-02-19,15,0.0025,445.74,Processor,130,Title Issues,2023-02-21,2023-03-08
91294,70003171,1,2023-03-04,5,0.00125,319.5,Loan Officer,138,Appraisal Delay,2023-03-08,2023-03-13
91295,70003173,1,2023-03-17,5,0.00125,943.2,Loan Officer,131,Appraisal Delay,2023-03-19,2023-03-24
91296,70003184,1,2023-02-06,15,0.0025,500.42,Broker,136,Rate Shopping,2023-02-08,2023-02-23
91297,70003185,1,2023-02-23,5,0.00125,575.78,Processor,134,Rate Shopping,2023-02-28,2023-03-05
91298,70003186,1,2023-04-29,5,0.00125,887.82,Loan Officer,133,Appraisal Delay,2023-04-30,2023-05-05
91299,70003193,1,2023-04-20,5,0.00125,1111.71,Loan Officer,127,Title Issues,2023-04-25,2023-04-30
91300,70003198,1,2023-03-15,5,0.00125,399.03,Processor,133,Title Issues,2023-03-20,2023-03-25
91301,70003199,1,2023-04-28,5,0.00125,252.39,Loan Officer,125,Title Issues,2023-05-01,2023-05-06
91302,70003199,2,2023-05-02,5,0.00125,252.39,Loan Officer,130,Rate Shopping,2023-05-06,2023-05-11
91303,70003205,1,2023-02-19,15,0.0025,1025.56,Loan Officer,135,Underwriting Conditions,2023-02-21,2023-03-08
91304,70003206,1,2023-05-30,5,0.00125,394.41,Broker,125,Rate Shopping,2023-06-04,2023-06-09
91305,70003206,2,2023-06-06,15,0.0025,788.82,Loan Officer,129,Title Issues,2023-06-09,2023-06-24
91306,70003206,3,2023-06-22,15,0.0025,788.82,Processor,131,Appraisal Delay,2023-06-24,2023-07-09
91307,70003206,4,2023-07-08,15,0.0025,788.82,Broker,127,Rate Shopping,2023-07-09,2023-07-24
91308,70003207,1,2023-03-02,15,0.0025,1153.62,Loan Officer,132,Rate Shopping,2023-03-07,2023-03-22
91309,70003207,2,2023-03-18,15,0.0025,1153.62,Processor,129,Title Issues,2023-03-22,2023-04-06
91310,70003209,1,2023-03-01,15,0.0025,756.81,Processor,127,Title Issues,2023-03-06,2023-03-21
91311,70003209,2,2023-03-18,5,0.00125,378.41,Broker,125,Borrower Delay,2023-03-21,2023-03-26
91312,70003211,1,2023-03-03,5,0.00125,410.69,Broker,132,Rate Shopping,2023-03-07,2023-03-12
91313,70003211,2,2023-03-08,15,0.0025,821.39,Broker,132,Underwriting Conditions,2023-03-12,2023-03-27
91314,70003211,3,2023-03-24,15,0.0025,821.39,Broker,135,Underwriting Conditions,2023-03-27,2023-04-11
91315,70003211,4,2023-04-09,15,0.0025,821.39,Broker,136,Underwriting Conditions,2023-04-11,2023-04-26
91316,70003215,1,2023-05-10,15,0.0025,1575.75,Broker,126,Borrower Delay,2023-05-14,2023-05-29
91317,70003217,1,2023-05-08,5,0.00125,418.4,Loan Officer,128,Title Issues,2023-05-12,2023-05-17
91318,70003217,2,2023-05-15,5,0.00125,418.4,Broker,129,Appraisal Delay,2023-05-17,2023-05-22
91319,70003220,1,2023-03-20,5,0.00125,843.52,Broker,135,Underwriting Conditions,2023-03-21,2023-03-26
91320,70003221,1,2023-05-24,5,0.00125,547.3,Broker,131,Borrower Delay,2023-05-28,2023-06-02
91321,70003221,2,2023-05-28,5,0.00125,547.3,Processor,133,Appraisal Delay,2023-06-02,2023-06-07
91322,70003224,1,2023-03-13,5,0.00125,747.13,Loan Officer,136,Appraisal Delay,2023-03-16,2023-03-21
91323,70003225,1,2023-04-20,5,0.00125,254.16,Processor,136,Appraisal Delay,2023-04-24,2023-04-29
91324,70003225,2,2023-04-24,15,0.0025,508.33,Loan Officer,131,Underwriting Conditions,2023-04-29,2023-05-14
91325,70003227,1,2023-04-16,5,0.00125,411.12,Broker,137,Underwriting Conditions,2023-04-21,2023-04-26
91326,70003239,1,2023-03-12,5,0.00125,624.97,Processor,125,Borrower Delay,2023-03-16,2023-03-21
91327,70003240,1,2023-05-15,5,0.00125,465.01,Broker,126,Title Issues,2023-05-17,2023-05-22
91328,70003240,2,2023-05-17,15,0.0025,930.02,Loan Officer,126,Rate Shopping,2023-05-22,2023-06-06
91329,70003253,1,2023-04-23,5,0.00125,726.4,Broker,137,Rate Shopping,2023-04-26,2023-05-01
91330,70003260,1,2023-02-02,15,0.0025,1980.36,Broker,137,Appraisal Delay,2023-02-07,2023-02-22
91331,70003260,2,2023-02-21,15,0.0025,1980.36,Loan Officer,137,Rate Shopping,2023-02-22,2023-03-09
91332,70003266,1,2023-03-12,15,0.0025,1181.16,Processor,127,Appraisal Delay,2023-03-15,2023-03-30
91333,70003272,1,2023-02-01,15,0.0025,1617.41,Loan Officer,132,Underwriting Conditions,2023-02-02,2023-02-17
91334,70003272,2,2023-02-15,15,0.0025,1617.41,Broker,126,Underwriting Conditions,2023-02-17,2023-03-04
91335,70003273,1,2023-03-26,5,0.00125,473.59,Loan Officer,125,Title Issues,2023-03-29,2023-04-03
91336,70003276,1,2023-03-17,5,0.00125,349.67,Broker,134,Rate Shopping,2023-03-22,2023-03-27
91337,70003279,1,2023-03-27,15,0.0025,1207.84,Broker,130,Underwriting Conditions,2023-03-31,2023-04-15
91338,70003279,2,2023-04-13,15,0.0025,1207.84,Loan Officer,139,Appraisal Delay,2023-04-15,2023-04-30
91339,70003279,3,2023-04-25,15,0.0025,1207.84,Loan Officer,131,Appraisal Delay,2023-04-30,2023-05-15
91340,70003279,4,2023-05-11,15,0.0025,1207.84,Broker,134,Appraisal Delay,2023-05-15,2023-05-30
91341,70003280,1,2023-04-05,15,0.0025,1315.41,Broker,138,Underwriting Conditions,2023-04-09,2023-04-24
91342,70003280,2,2023-04-21,15,0.0025,1315.41,Broker,138,Borrower Delay,2023-04-24,2023-05-09
91343,70003283,1,2023-04-10,5,0.00125,383.32,Broker,134,Title Issues,2023-04-14,2023-04-19
91344,70003285,1,2023-02-15,15,0.0025,1405.51,Processor,130,Borrower Delay,2023-02-19,2023-03-06
91345,70003288,1,2023-05-05,15,0.0025,737.41,Processor,126,Rate Shopping,2023-05-07,2023-05-22
91346,70003290,1,2023-05-07,5,0.00125,335.03,Broker,127,Rate Shopping,2023-05-08,2023-05-13
91347,70003291,1,2023-03-08,15,0.0025,677.12,Processor,138,Borrower Delay,2023-03-10,2023-03-25
91348,70003294,1,2023-01-31,15,0.0025,1669.46,Processor,136,Appraisal Delay,2023-02-01,2023-02-16
91349,70003296,1,2023-04-22,5,0.00125,493.32,Processor,138,Underwriting Conditions,2023-04-25,2023-04-30
91350,70003296,2,2023-04-27,15,0.0025,986.65,Broker,126,Title Issues,2023-04-30,2023-05-15
91351,70003298,1,2023-02-27,15,0.0025,1556.73,Processor,136,Underwriting Conditions,2023-03-02,2023-03-17
91352,70003304,1,2023-02-24,15,0.0025,1280.66,Loan Officer,128,Underwriting Conditions,2023-02-28,2023-03-15
91353,70003308,1,2023-03-24,15,0.0025,825.82,Loan Officer,126,Title Issues,2023-03-26,2023-04-10
91354,70003312,1,2023-03-13,15,0.0025,1867.77,Loan Officer,137,Rate Shopping,2023-03-16,2023-03-31
91355,70003312,2,2023-03-28,5,0.00125,933.88,Processor,136,Title Issues,2023-03-31,2023-04-05
91356,70003312,3,2023-03-31,15,0.0025,1867.77,Processor,129,Rate Shopping,2023-04-05,2023-04-20
91357,70003315,1,2023-04-17,15,0.0025,1555.32,Broker,125,Appraisal Delay,2023-04-21,2023-05-06
91358,70003317,1,2023-03-15,5,0.00125,896.42,Loan Officer,133,Underwriting Conditions,2023-03-18,2023-03-23
91359,70003320,1,2023-05-01,15,0.0025,522.81,Loan Officer,137,Appraisal Delay,2023-05-05,2023-05-20
91360,70003322,1,2023-03-17,5,0.00125,622.0,Processor,134,Rate Shopping,2023-03-21,2023-03-26
91361,70003322,2,2023-03-24,15,0.0025,1244.0,Loan Officer,136,Rate Shopping,2023-03-26,2023-04-10
91362,70003325,1,2023-03-29,5,0.00125,504.41,Loan Officer,137,Borrower Delay,2023-04-01,2023-04-06
91363,70003325,2,2023-04-04,5,0.00125,504.41,Broker,131,Borrower Delay,2023-04-06,2023-04-11
91364,70003327,1,2023-03-26,5,0.00125,559.55,Loan Officer,128,Appraisal Delay,2023-03-30,2023-04-04
91365,70003330,1,2023-02-25,15,0.0025,1017.56,Loan Officer,128,Underwriting Conditions,2023-02-26,2023-03-13
91366,70003332,1,2023-03-14,5,0.00125,332.03,Processor,126,Appraisal Delay,2023-03-15,2023-03-20
91367,70003335,1,2023-02-26,5,0.00125,402.65,Processor,129,Title Issues,2023-02-27,2023-03-04
91368,70003335,2,2023-03-01,5,0.00125,402.65,Processor,135,Title Issues,2023-03-04,2023-03-09
91369,70003340,1,2023-02-24,5,0.00125,188.06,Processor,125,Title Issues,2023-02-25,2023-03-02
91370,70003340,2,2023-02-26,5,0.00125,188.06,Processor,137,Borrower Delay,2023-03-02,2023-03-07
91371,70003342,1,2023-04-15,5,0.00125,337.95,Processor,132,Rate Shopping,2023-04-18,2023-04-23
91372,70003349,1,2023-03-09,15,0.0025,1864.79,Processor,138,Borrower Delay,2023-03-11,2023-03-26
91373,70003353,1,2023-04-06,5,0.00125,342.57,Processor,139,Borrower Delay,2023-04-07,2023-04-12
91374,70003353,2,2023-04-11,15,0.0025,685.14,Loan Officer,127,Appraisal Delay,2023-04-12,2023-04-27
91375,70003355,1,2023-04-01,5,0.00125,768.99,Broker,126,Appraisal Delay,2023-04-04,2023-04-09
91376,70003355,2,2023-04-08,5,0.00125,768.99,Loan Officer,135,Underwriting Conditions,2023-04-09,2023-04-14
91377,70003357,1,2023-04-13,15,0.0025,782.72,Processor,134,Appraisal Delay,2023-04-16,2023-05-01
91378,70003360,1,2023-04-25,5,0.00125,507.02,Processor,125,Borrower Delay,2023-04-29,2023-05-04
91379,70003360,2,2023-04-30,15,0.0025,1014.03,Loan Officer,129,Borrower Delay,2023-05-04,2023-05-19
91380,70003365,1,2023-04-07,5,0.00125,499.11,Processor,132,Title Issues,2023-04-12,2023-04-17
91381,70003368,1,2023-02-27,5,0.00125,253.48,Processor,130,Appraisal Delay,2023-02-28,2023-03-05
91382,70003370,1,2023-04-19,15,0.0025,738.73,Loan Officer,132,Rate Shopping,2023-04-22,2023-05-07
91383,70003373,1,2023-02-07,5,0.00125,381.98,Loan Officer,131,Title Issues,2023-02-12,2023-02-17
91384,70003383,1,2023-03-04,5,0.00125,693.66,Broker,128,Appraisal Delay,2023-03-06,2023-03-11
91385,70003387,1,2023-04-06,15,0.0025,1343.81,Loan Officer,129,Rate Shopping,2023-04-09,2023-04-24
91386,70003391,1,2023-03-05,5,0.00125,392.28,Loan Officer,137,Appraisal Delay,2023-03-10,2023-03-15
91387,70003391,2,2023-03-12,15,0.0025,784.57,Broker,125,Title Issues,2023-03-15,2023-03-30
91388,70003391,3,2023-03-29,15,0.0025,784.57,Processor,135,Rate Shopping,2023-03-30,2023-04-14
91389,70003398,1,2023-02-25,5,0.00125,626.74,Loan Officer,138,Underwriting Conditions,2023-02-27,2023-03-04
91390,70003405,1,2023-03-31,5,0.00125,315.21,Broker,138,Underwriting Conditions,2023-04-04,2023-04-09
91391,70003407,1,2023-05-18,5,0.00125,382.68,Processor,130,Underwriting Conditions,2023-05-19,2023-05-24
91392,70003407,2,2023-05-19,15,0.0025,765.35,Loan Officer,139,Title Issues,2023-05-24,2023-06-08
91393,70003407,3,2023-06-03,15,0.0025,765.35,Loan Officer,126,Rate Shopping,2023-06-08,2023-06-23
91394,70003408,1,2023-03-24,15,0.0025,600.81,Processor,125,Underwriting Conditions,2023-03-29,2023-04-13
91395,70003410,1,2023-03-23,15,0.0025,783.88,Loan Officer,129,Underwriting Conditions,2023-03-26,2023-04-10
91396,70003410,2,2023-04-06,5,0.00125,391.94,Processor,139,Underwriting Conditions,2023-04-10,2023-04-15
91397,70003410,3,2023-04-10,15,0.0025,783.88,Loan Officer,127,Underwriting Conditions,2023-04-15,2023-04-30
91398,70003413,1,2023-05-09,5,0.00125,442.75,Loan Officer,129,Underwriting Conditions,2023-05-12,2023-05-17
91399,70003418,1,2023-05-17,15,0.0025,1846.38,Loan Officer,131,Rate Shopping,2023-05-21,2023-06-05
91400,70003418,2,2023-05-31,5,0.00125,923.19,Processor,134,Appraisal Delay,2023-06-05,2023-06-10
91401,70003418,3,2023-06-05,15,0.0025,1846.38,Broker,129,Borrower Delay,2023-06-10,2023-06-25
91402,70003421,1,2023-05-22,15,0.0025,702.26,Broker,132,Rate Shopping,2023-05-26,2023-06-10
91403,70003423,1,2023-05-02,5,0.00125,293.38,Broker,130,Title Issues,2023-05-05,2023-05-10
91404,70003425,1,2023-04-17,5,0.00125,406.46,Broker,133,Underwriting Conditions,2023-04-20,2023-04-25
91405,70003429,1,2023-04-23,15,0.0025,712.49,Loan Officer,132,Appraisal Delay,2023-04-26,2023-05-11
